Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num,Specialty
Fall 2020,Computer Science,Computer Science,3323,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Computer Science,Computer Science,3326,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Computer Eng 
Spring 2020,Computer Science,Computer Science,3327,Spring 2021,CSCI442,Pass,Spring,2021,Spring,2020,8084,8080,Computer Eng 
Fall 2020,Computer Science,Computer Science,3329,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2020,8091,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3330,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Computer Science,Computer Science,3331,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2020,8095,8083,Space 
Fall 2020,Computer Science,Computer Science,3332,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Robotics Intel Sys 
Fall 2020,Computer Science,Computer Science,3333,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2020,8088,8083,Business 
Fall 2020,Computer Science,Computer Science,3340,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3341,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Data Science 
Fall 2020,Electrical Engineering,Electrical Engineering,3342,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Computer Science,Computer Science,3343,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3348,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Business 
Fall 2021,Computer Science,Computer Science,3351,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2021,8092,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,3352,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2021,8091,8087,Computer Eng 
Fall 2021,Computer Science,Computer Science,3353,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Computer Science,Computer Science,3354,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Computer Science,Computer Science,3356,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Computer Science,Computer Science,3358,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2021,8095,8087,Computer Eng 
Fall 2021,Interdisciplinary Program,Data Science,3361,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Computer Science,Computer Science,3362,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2022,Computer Science,Computer Science,3364,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2022,8095,8091,Robotics Intel Sys 
Fall 2018,Computer Science,Computer Science,3377,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2017,Computer Science,Computer Science,3379,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Computer Science,Computer Science,3385,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2017,8083,8071,Computer Eng 
Fall 2017,Computer Science,Computer Science,3386,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,Computer Eng 
Fall 2017,Computer Science,Computer Science,3387,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2017,8080,8071,N/A
Fall 2017,Computer Science,Computer Science,3389,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2017,8080,8071,N/A
Fall 2017,Computer Science,Computer Science,3390,Spring 2019,CSCI442,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Computer Science,Computer Science,3391,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2017,8083,8071,N/A
Fall 2017,Computer Science,Computer Science,3392,Spring 2019,CSCI442,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Computer Science,Computer Science,3393,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Computer Eng 
Fall 2017,Computer Science,Computer Science,3394,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Computer Science,Computer Science,3395,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Computer Science,Computer Science,3399,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Computer Science,Computer Science,3403,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Computer Science,Computer Science,3404,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2017,Computer Science,Computer Science,3405,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2017,8088,8071,N/A
Fall 2018,Computer Science,Computer Science,3406,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Computer Eng 
Fall 2017,Computer Science,Computer Science,3407,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2017,8083,8071,Robotics Intel Sys 
Fall 2017,Computer Science,Computer Science,3409,Spring 2019,CSCI442,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Computer Science,Computer Science,3410,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Computer Science,Computer Science,3412,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2017,8091,8071,Computer Eng 
Fall 2018,Computer Science,Computer Science,3416,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Computer Eng 
Fall 2017,Computer Science,Computer Science,3417,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2017,8087,8071,N/A
Fall 2018,Computer Science,Computer Science,3418,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Data Science 
Fall 2017,Computer Science,Computer Science,3419,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,Data Science 
Fall 2017,Computer Science,Computer Science,3422,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2017,8087,8071,Business 
Fall 2017,Computer Science,Computer Science,3423,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2017,8083,8071,Data Science 
Fall 2017,Computer Science,Computer Science,3424,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2017,8080,8071,N/A
Fall 2017,Computer Science,Computer Science,3426,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2017,8084,8071,N/A
Fall 2017,Computer Science,Computer Science,3427,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2017,8080,8071,N/A
Fall 2017,Computer Science,Computer Science,3428,Fall 2019,CSCI442,Pass,Fall,2019,Fall,2017,8079,8071,Data Science 
Fall 2017,Computer Science,Computer Science,3429,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2017,8084,8071,Data Science 
Fall 2017,Computer Science,Computer Science,3430,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2017,8084,8071,Computer Eng 
Fall 2017,Computer Science,Computer Science,3431,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2017,8080,8071,N/A
Fall 2017,Computer Science,Computer Science,3435,Fall 2018,CSCI442,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2018,Computer Science,Computer Science,3437,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Computer Eng 
Fall 2019,Computer Science,Computer Science,3438,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2018,Computer Science,Computer Science,3439,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2018,8091,8075,N/A
Fall 2019,Electrical Engineering,Electrical Engineering,3440,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2018,Computer Science,Computer Science,3441,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3444,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Computer Science,Computer Science,3445,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Computer Eng 
Fall 2018,Computer Science,Computer Science,3448,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3452,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3453,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2018,8091,8075,N/A
Fall 2018,Computer Science,Computer Science,3454,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Robotics Intel Sys 
Fall 2019,Computer Science,Computer Science,3456,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2018,Computer Science,Computer Science,3457,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3458,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3459,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2018,8088,8075,Computer Eng 
Fall 2018,Computer Science,Computer Science,3460,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Computer Science,Computer Science,3461,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3463,Spring 2020,CSCI442,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2019,Computer Science,Computer Science,3464,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3465,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3466,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3467,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,Data Science 
Fall 2019,Petroleum,Petroleum Engineering,3468,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2020,Computer Science,Computer Science,3469,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2019,Computer Science,Computer Science,3470,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Computer Eng 
Fall 2020,Computer Science,Computer Science,3471,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,3472,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Computer Science,Computer Science,3473,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Computer Science,Computer Science,3475,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3476,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3477,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Computer Science,Computer Science,3478,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3479,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3480,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2019,8084,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3481,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3482,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Computer Science,Computer Science,3483,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Space 
Spring 2019,Computer Science,Computer Science,3484,Spring 2021,CSCI442,Pass,Spring,2021,Spring,2019,8084,8076,N/A
Fall 2019,Computer Science,Computer Science,3485,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3486,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,N/A
Fall 2019,Computer Science,Cybersecurity Cyber Phys Sys,3487,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Computer Science,Computer Science,3488,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3490,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3491,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Computer Science,Computer Science,3493,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3494,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2019,8084,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3495,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3496,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3498,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Spring 2019,Computer Science,Computer Science,3499,Spring 2021,CSCI442,Pass,Spring,2021,Spring,2019,8084,8076,N/A
Fall 2019,Computer Science,Computer Science,3500,Fall 2020,CSCI442,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Computer Science,Computer Science,3502,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3503,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Computer Science,Computer Science,3504,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Business 
Fall 2019,Computer Science,Computer Science,3505,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3506,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Spring 2019,Computer Science,Computer Science,3507,Fall 2021,CSCI442,Pass,Fall,2021,Spring,2019,8087,8076,Computer Eng 
Fall 2019,Computer Science,Computer Science,3509,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2019,8092,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3511,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3512,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2019,8084,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3513,Spring 2021,CSCI442,Pass,Spring,2021,Fall,2019,8084,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3514,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3515,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,Robotics Intel Sys 
Fall 2019,Computer Science,Computer Science,3516,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Data Science 
Fall 2019,Computer Science,Computer Science,3517,Fall 2022,CSCI442,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Computer Science,Computer Science,3518,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Computer Science,Computer Science,3519,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2019,8095,8079,Business 
Fall 2019,Computer Science,Computer Science,3520,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3521,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Computer Science,Computer Science,3524,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2019,8088,8079,Computer Eng 
Fall 2019,Computer Science,Computer Science,3525,Fall 2021,CSCI442,Pass,Fall,2021,Fall,2019,8087,8079,Business 
Fall 2020,Computer Science,Computer Science,3528,Spring 2022,CSCI442,Pass,Spring,2022,Fall,2020,8088,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3529,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Computer Science,Computer Science,3530,Fall 2023,CSCI442,Pass,Fall,2023,Fall,2020,8095,8083,Computer Eng 
Fall 2020,Computer Science,Computer Science,3531,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Space 
Fall 2020,Computer Science,Computer Science,3535,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Spring 2020,Computer Science,Computer Science,3536,Fall 2022,CSCI442,Pass,Fall,2022,Spring,2020,8091,8080,Data Science 
Fall 2020,Computer Science,Computer Science,3537,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,Data Science 
Fall 2020,Interdisciplinary Program,Data Science - Comp Sci,3538,Spring 2023,CSCI442,Pass,Spring,2023,Fall,2020,8092,8083,N/A
